tenancy_id,property_id,original_lease_start,lease_start,lease_end,vacate_type,notice_sent_received,termination_date,moving_out,charge_to,contact_1_id,contact_[n]_auto_email_receipts,contact_[n]_auto_email_invoices,contact_[n]_enotices_no_consent,contact_[n]_dont_send_marketing,contact_[n]_type,contact_[n]_account_name,contact_[n]_account_bsb,contact_[n]_account_no,direct_debit_invoices,direct_debit_rent,direct_debit_contact_id,direct_debit_max_amount,direct_debit_schedule_description,direct_debit_schedule_period,direct_debit_schedule_amount,direct_debit_schedule_start,direct_debit_schedule_end,last_rent_review,next_rent_review,rent_account,rent_description,rent_start,rent_period,rent_amount,new_rent_start,new_rent_period,new_rent_amount,rent_paid_to,rent_credit,outgoings_[n]_account,outgoings_[n]_description,outgoings_[n]_amount,outgoings_[n]_paid_to,outgoings_[n]_credit,new_outgoings_[n]_amount,bond_[n]_required,bond_[n]_account,bond_[n]_reference,bond_[n]_lodged_direct,held_for_tenancy,tag_[group name],fee_[fee id],contact_2_id,contact_3_id,contact_4_id
rps_lng-HDO221419,rps_lng-CVA210406,2022-10-07,2023-10-07,2024-10-06,,,,,,rps_lng-HDO22003254,,,,,,,,,,,,,,,,,,,,100005,,2023-10-07,Monthly,619.99,,,,06/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO22003253,,
rps_lng-HDO221273,rps_lng-CVA210411,2022-09-12,2022-09-12,2023-09-11,,,,,,rps_lng-HDO22002888,,,,,,,,,,,,,,,,,,,,100005,,2022-09-12,Monthly,399.98,,,,11/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-CVA210254,rps_lng-CVA210417,2019-02-15,2019-02-15,2020-02-14,,,,,,rps_lng-CVA21000871,,,,,,,,,,,,,,,,,,,2024-07-01T00:00:00+01:00,100005,,2019-02-15,Monthly,385.02,,,,31/08/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-CVA210114,rps_lng-CVA210420,2020-08-01,2023-08-01,2024-01-31,,,,,,rps_lng-CVA21000875,,,,,,,,,,,,,,,,,,,,100005,,2023-08-01,Monthly,430.36,,,,31/08/2023,0.0,,,,,,,,,,,,,,rps_lng-CVA21000876,,
rps_lng-CVA210576,rps_lng-CVA210429,2020-11-16,2022-11-16,2023-11-15,,,,,,rps_lng-CVA21000885,,,,,,,,,,,,,,,,,,,,100005,,2022-11-16,Monthly,450.15,,,,31/08/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-CVA210120,rps_lng-CVA210435,2020-04-01,2023-07-01,2024-06-30,,,,,,rps_lng-CVA21000891,,,,,,,,,,,,,,,,,,,2024-03-01T00:00:00+00:00,100005,,2023-07-01,Monthly,585.01,,,,31/08/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-CVA210612,rps_lng-CVA210436,2023-01-08,2023-01-08,2024-01-07,,,,,,rps_lng-CVA21001256,,,,,,,,,,,,,,,,,,,,100005,,2023-01-08,Monthly,365.0,,,,31/08/2023,0.0,,,,,,,,,,,,,,rps_lng-CVA21001257,,
rps_lng-HDO230832,rps_lng-CVA210439,2023-07-17,2023-07-17,2024-07-16,,,,,,rps_lng-HDO23002242,,,,,,,,,,,,,,,,,,,,100005,,2023-07-17,Monthly,619.99,,,,16/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO23002241,,
rps_lng-HDO210795,rps_lng-CVA210459,2021-07-06,2023-07-06,2024-07-05,,,,,,rps_lng-HDO21001794,,,,,,,,,,,,,,,,,,,2024-04-01T16:00:00+01:00,100005,,2023-07-06,Monthly,399.98,,,,05/09/2023,1738.0,,,,,,,,,,,,,,rps_lng-HDO21001793,,
rps_lng-CVA210531,rps_lng-CVA210465,2020-09-04,2023-04-04,2024-04-03,,,,,,rps_lng-CVA21001206,,,,,,,,,,,,,,,,,,,,100005,,2023-04-04,Monthly,460.04,,,,31/08/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO230052,rps_lng-CVA210491,2023-01-20,2023-01-20,2024-01-19,,,,,,rps_lng-HDO23000107,,,,,,,,,,,,,,,,,,,,100005,,2023-01-20,Monthly,330.02,,,,19/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO230148,rps_lng-CVA210507,2023-02-18,2023-02-18,2024-02-17,,,,,,rps_lng-HDO23000408,,,,,,,,,,,,,,,,,,,,100005,,2023-02-18,Monthly,425.06,,,,17/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO211592,rps_lng-CVA210542,2021-12-17,2022-12-17,2023-12-16,,,,,,rps_lng-HDO21003400,,,,,,,,,,,,,,,,,,,,100005,,2022-12-17,Monthly,440.02,,,,16/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-CVA210286,rps_lng-CVA210579,2020-06-07,2023-07-01,2024-06-30,,,,,,rps_lng-CVA21001062,,,,,,,,,,,,,,,,,,,,100005,,2023-07-01,Monthly,480.07,,,,31/08/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO230886,rps_lng-CVA210610,2023-07-15,2023-07-15,2024-07-14,,,,,,rps_lng-HDO23002388,,,,,,,,,,,,,,,,,,,,100005,,2023-07-15,Monthly,550.03,,,,14/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO23002387,,
rps_lng-HDO220102,rps_lng-CVA210616,2022-01-22,2022-01-22,2023-01-21,,,,,,rps_lng-HDO22000219,,,,,,,,,,,,,,,,,,,2023-10-03T14:00:00+01:00,100005,,2022-01-22,Monthly,575.11,,,,21/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO22000220,,
rps_lng-HDO221070,rps_lng-CVA210647,2022-08-05,2023-08-05,2024-08-04,,,,,,rps_lng-HDO22002323,,,,,,,,,,,,,,,,,,,,100005,,2023-08-05,Monthly,410.1,,,,04/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO22002322,,
rps_lng-RPT191479,rps_lng-HDO080004,2018-06-02,2022-10-02,2023-10-01,,,,,,rps_lng-HDO18000143,,,,,,,,,,,,,,,,,,,,100005,,2022-10-02,Monthly,400.0,,,,30/08/2023,800.0,,,,,,,,,,,,,,rps_lng-HDO18000144,,
rps_lng-HDO200373,rps_lng-HDO080019,2020-07-01,2022-07-01,2023-06-30,,,,,,rps_lng-HDO20000904,,,,,,,,,,,,,,,,,,2020-07-15T11:00:00+01:00,2024-04-01T16:00:00+01:00,100005,,2022-07-01,Monthly,399.98,,,,31/08/2023,2303.0,,,,,,,,,,,,,,rps_lng-HDO20000905,rps_lng-HDO20000906,
rps_lng-HDO200885,rps_lng-HDO090003,2020-11-13,2022-05-14,2024-05-13,,,,,,rps_lng-HDO20001880,,,,,,,,,,,,,,,,,,,,100005,,2023-05-14,Monthly,374.89,,,,12/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO20001879,,
rps_lng-HDO230011,rps_lng-HDO090030,2023-01-16,2023-01-16,2024-01-15,,,,,,rps_lng-HDO23000029,,,,,,,,,,,,,,,,,,,,100005,,2023-01-16,Monthly,409.87,,,,15/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-RPT190766,rps_lng-HDO100024,2010-06-05,2023-09-24,2024-09-23,,,,,,rps_lng-HDO10000016,,,,,,,,,,,,,,,,,,,2024-06-01T10:00:00+01:00,100005,,2023-09-24,Monthly,410.1,,,,01/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO10000017,,
rps_lng-HDO190051,rps_lng-HDO110042,2019-05-23,2022-08-04,2023-08-03,,,,,,rps_lng-HDO19002790,,,,,,,,,,,,,,,,,,,,100005,,2022-08-04,Monthly,390.08,,,,22/09/2023,10.63,,,,,,,,,,,,,,rps_lng-HDO19002789,,
rps_lng-RPT191230,rps_lng-HDO110043,2012-04-07,2023-09-14,2024-09-13,,,,,,rps_lng-HDO12000211,,,,,,,,,,,,,,,,,,,,100005,,2023-09-14,Weekly,339.91,,,,13/09/2023,2385.0,,,,,,,,,,,,,,,,
rps_lng-RPT191104,rps_lng-HDO120044,2012-06-08,2023-06-08,2024-06-07,,,,,,rps_lng-HDO12000189,,,,,,,,,,,,,,,,,,,,100005,,2023-06-08,Monthly,440.02,,,,07/09/2023,1368.0,,,,,,,,,,,,,,,,
rps_lng-HDO220799,rps_lng-HDO120056,2022-06-17,2023-06-17,2024-06-16,,,,,,rps_lng-HDO22001668,,,,,,,,,,,,,,,,,,,,100005,,2023-06-17,Monthly,489.96,,,,16/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO22001667,,
rps_lng-RPT190138,rps_lng-HDO120064,2016-05-13,2023-06-13,2024-06-12,,,,,,rps_lng-HDO16000146,,,,,,,,,,,,,,,,,,2020-01-01T10:00:00+00:00,,100005,,2023-06-13,Monthly,410.1,,,,12/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO16000147,,
rps_lng-RPT190797,rps_lng-HDO120067,2021-07-01,2021-07-01,2024-06-30,,,,,,rps_lng-HDO12000138,,,,,,,,,,,,,,,,,,2019-11-21T13:00:00+00:00,,100005,,2021-07-01,Monthly,390.08,,,,31/08/2023,1782.0,,,,,,,,,,,,,,rps_lng-HDO12000139,,
rps_lng-HDO221288,rps_lng-HDO120069,2022-10-14,2022-10-14,2023-10-13,,,,,,rps_lng-HDO22002929,,,,,,,,,,,,,,,,,,,,100005,,2022-10-14,Monthly,500.09,,,,13/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO22002928,,
rps_lng-HDO190695,rps_lng-HDO120074,2019-08-24,2023-02-24,2024-02-23,,,,,,rps_lng-HDO19004475,,,,,,,,,,,,,,,,,,,2023-09-01T11:00:00+01:00,100005,,2023-02-24,Monthly,434.96,,,,23/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO19004474,,
rps_lng-HDO211235,rps_lng-HDO120111,2021-10-08,2022-10-08,2023-10-07,,,,,,rps_lng-HDO21002683,,,,,,,,,,,,,,,,,,,,100005,,2022-10-08,Monthly,370.06,,,,07/09/2023,3216.0,,,,,,,,,,,,,,,,
rps_lng-HDO221625,rps_lng-HDO120207,2022-12-05,2022-12-05,2023-12-04,,,,,,rps_lng-HDO20001703,,,,,,,,,,,,,,,,,,,,100005,,2022-12-05,Monthly,390.08,,,,04/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO210581,rps_lng-HDO120330,2021-05-17,2021-05-17,2022-05-16,,,,,,rps_lng-HDO21001334,,,,,,,,,,,,,,,,,,,,100005,,2021-05-17,Monthly,394.92,,,,16/09/2023,1716.0,,,,,,,,,,,,,,,,
rps_lng-HDO230209,rps_lng-HDO120453,2023-02-10,2023-02-10,2024-02-09,,,,,,rps_lng-HDO23000604,,,,,,,,,,,,,,,,,,,,100005,,2023-02-10,Monthly,520.11,,,,09/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO221664,rps_lng-HDO130025,2022-11-25,2022-11-25,2023-11-24,,,,,,rps_lng-HDO22003809,,,,,,,,,,,,,,,,,,2023-01-12T13:00:00+00:00,,100005,,2022-11-25,Monthly,420.0,,,,24/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO221322,rps_lng-HDO130049,2022-09-21,2022-09-21,2023-09-20,,,,,,rps_lng-HDO22003010,,,,,,,,,,,,,,,,,,,,100005,,2022-09-21,Monthly,489.96,,,,20/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO22003009,,
rps_lng-HDO221196,rps_lng-HDO130078,2022-08-23,2022-08-23,2023-08-22,,,,,,rps_lng-HDO21001050,,,,,,,,,,,,,,,,,,,,100005,,2022-08-23,Monthly,420.0,,,,22/09/2023,260.0,,,,,,,,,,,,,,,,
rps_lng-HDO220125,rps_lng-HDO130248,2022-01-28,2023-07-28,2024-02-27,,,,,,rps_lng-HDO22000275,,,,,,,,,,,,,,,,,,,,100005,,2023-07-28,Monthly,335.08,,,,27/08/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-RPT190209,rps_lng-HDO140009,2014-07-18,2022-06-18,2024-06-17,,,,,,rps_lng-HDO14000229,,,,,,,,,,,,,,,,,,,,100005,,2022-06-18,Monthly,349.81,,,,17/09/2023,1524.0,,,,,,,,,,,,,,rps_lng-HDO14000230,,
rps_lng-RPT190694,rps_lng-HDO140026,2017-02-25,2021-11-22,2022-11-21,,,,,,rps_lng-HDO17000085,,,,,,,,,,,,,,,,,,,,100005,,2021-11-22,Monthly,420.0,,,,22/09/2023,1825.0,,,,,,,,,,,,,,,,
rps_lng-HDO231061,rps_lng-HDO140041,2023-08-17,2023-08-17,2024-08-16,,,,,,rps_lng-HDO23002820,,,,,,,,,,,,,,,,,,,,100005,,2023-08-17,Monthly,480.07,,,,16/09/2023,4172.0,,,,,,,,,,,,,,rps_lng-HDO23002819,,
rps_lng-HDO210227,rps_lng-HDO140044,2021-03-06,2023-07-06,2024-07-05,,,,,,rps_lng-HDO21000526,,,,,,,,,,,,,,,,,,,2024-06-01T12:00:00+01:00,100005,,2023-07-06,Monthly,359.93,,,,05/09/2023,1.0,,,,,,,,,,,,,,,,
rps_lng-RPT190045,rps_lng-HDO150004,2017-10-20,2023-09-20,2024-09-19,,,,,,rps_lng-WES19000018,,,,,,,,,,,,,,,,,,,,100005,,2023-09-20,Monthly,464.88,,,,19/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO230885,rps_lng-HDO150011,2023-07-15,2023-07-15,2024-07-14,,,,,,rps_lng-HDO23002386,,,,,,,,,,,,,,,,,,,,100005,,2023-07-15,Monthly,500.09,,,,14/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-RPT190782,rps_lng-HDO150017,2015-09-25,2022-05-24,2023-05-23,,,,,,rps_lng-HDO15000177,,,,,,,,,,,,,,,,,,,2024-02-01T17:00:00+00:00,100005,,2022-05-24,Monthly,500.09,,,,24/09/2023,1763.69,,,,,,,,,,,,,,rps_lng-HDO15000178,,
rps_lng-HDO221820,rps_lng-HDO150022,2022-12-30,2022-12-30,2024-01-29,,,,,,rps_lng-HDO22004189,,,,,,,,,,,,,,,,,,,,100005,,2022-12-30,Monthly,395.15,,,,29/08/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO220587,rps_lng-HDO150030,2022-04-29,2023-04-29,2024-04-28,,,,,,rps_lng-HDO22001163,,,,,,,,,,,,,,,,,,,,100005,,2023-04-29,Monthly,375.12,,,,28/08/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-RPT191455,rps_lng-HDO150038,2015-07-04,2023-07-04,2024-07-03,,,,,,rps_lng-HDO15000146,,,,,,,,,,,,,,,,,,,,100005,,2023-07-04,Monthly,449.92,,,,03/09/2023,1955.0,,,,,,,,,,,,,,,,
rps_lng-CHA190010,rps_lng-HDO150046,2019-04-01,2019-04-01,2020-03-31,,,,,,rps_lng-CHA19000016,,,,,,,,,,,,,,,,,,,2024-01-20T14:00:00+00:00,100005,,2019-04-01,Monthly,530.01,,,,31/08/2023,2303.0,,,,,,,,,,,,,,rps_lng-CHA19000017,,
rps_lng-HDO191196,rps_lng-HDO150053,2019-12-03,2022-12-03,2023-12-02,,,,,,rps_lng-HDO19005798,,,,,,,,,,,,,,,,,,2020-01-01T10:00:00+00:00,,100005,,2022-12-03,Monthly,379.96,,,,02/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO19005797,,
rps_lng-HDO221847,rps_lng-HDO150063,2023-01-12,2023-01-12,2024-02-11,,,,,,rps_lng-HDO22004259,,,,,,,,,,,,,,,,,,,,100005,,2023-01-12,Monthly,640.01,,,,11/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO221542,rps_lng-HDO150122,2022-11-06,2022-11-06,2023-11-05,,,,,,rps_lng-HDO22003561,,,,,,,,,,,,,,,,,,,,100005,,2022-11-06,Monthly,2000.12,,,,05/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO200832,rps_lng-HDO160004,2020-11-02,2022-12-02,2023-11-01,,,,,,rps_lng-HDO20001781,,,,,,,,,,,,,,,,,,,,100005,,2022-12-02,Monthly,360.16,,,,01/09/2023,1892.0,,,,,,,,,,,,,,,,
rps_lng-RPT190228,rps_lng-HDO160020,2017-08-26,2023-01-30,2024-01-29,,,,,,rps_lng-HDO17000226,,,,,,,,,,,,,,,,,,,2023-09-14T12:00:00+01:00,100005,,2023-01-30,Weekly,385.0,,,,01/09/2023,4363.78,,,,,,,,,,,,,,rps_lng-HDO17000227,,
rps_lng-HDO211301,rps_lng-HDO160024,2021-10-23,2022-10-23,2023-10-22,,,,,,rps_lng-HDO21002809,,,,,,,,,,,,,,,,,,,,100005,,2022-10-23,Monthly,339.91,,,,22/09/2023,880.06,,,,,,,,,,,,,,rps_lng-HDO21002810,,
rps_lng-HDO210661,rps_lng-HDO160035,2021-06-04,2023-06-04,2024-06-03,,,,,,rps_lng-HDO21001483,,,,,,,,,,,,,,,,,,,,100005,,2023-06-04,Monthly,480.07,,,,03/09/2023,1955.0,,,,,,,,,,,,,,,,
rps_lng-RPT191372,rps_lng-HDO160048,2011-08-31,2022-09-30,2023-09-29,,,,,,rps_lng-HDO16000062,,,,,,,,,,,,,,,,,,,,100005,,2022-10-01,Monthly,380.19,,,,30/08/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO16000063,,
rps_lng-HDO220882,rps_lng-HDO170001,2022-07-02,2023-07-02,2024-07-01,,,,,,rps_lng-HDO22001893,,,,,,,,,,,,,,,,,,,,100005,,2023-07-02,Monthly,319.89,,,,01/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO230249,rps_lng-HDO170004,2023-02-23,2023-02-23,2024-02-22,,,,,,rps_lng-HDO23000737,,,,,,,,,,,,,,,,,,,,100005,,2023-02-23,Monthly,385.02,,,,22/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO23000736,,
rps_lng-HDO230214,rps_lng-HDO170008,2023-02-18,2023-02-18,2024-02-17,,,,,,rps_lng-HDO23000621,,,,,,,,,,,,,,,,,,,,100005,,2023-02-18,Monthly,385.02,,,,17/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-RPT191113,rps_lng-HDO170020,2017-10-04,2022-07-03,2023-07-02,,,,,,rps_lng-HDO17000223,,,,,,,,,,,,,,,,,,,,100005,,2022-07-03,Monthly,359.93,,,,03/08/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO17000224,,
rps_lng-HDO230567,rps_lng-HDO170028,2023-05-06,2023-05-06,2024-05-05,,,,,,rps_lng-HDO23001575,,,,,,,,,,,,,,,,,,,,100005,,2023-05-06,Monthly,489.96,,,,05/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO210967,rps_lng-HDO170073,2021-08-07,2023-08-07,2024-08-06,,,,,,rps_lng-HDO21002160,,,,,,,,,,,,,,,,,,,2024-05-01T11:00:00+01:00,100005,,2023-08-07,Monthly,449.92,,,,06/09/2023,1955.0,,,,,,,,,,,,,,rps_lng-JAM23000010,,
rps_lng-HDO210290,rps_lng-HDO170074,2021-03-12,2021-03-12,2022-03-11,,,,,,rps_lng-HDO21000690,,,,,,,,,,,,,,,,,,,2023-12-01T12:00:00+00:00,100005,,2021-03-12,Monthly,410.1,,,,11/09/2023,1827.5,,,,,,,,,,,,,,,,
rps_lng-HDO210319,rps_lng-HDO170231,2021-03-01,2021-03-01,2022-02-28,,,,,,rps_lng-HDO19002647,,,,,,,,,,,,,,,,,,,2023-12-01T16:00:00+00:00,100005,,2021-03-01,Monthly,0.0,,,,,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO200022,rps_lng-HDO170235,2023-02-06,2023-02-06,2023-11-05,,,,,,rps_lng-HDO20000040,,,,,,,,,,,,,,,,,,2023-08-01T10:00:00+01:00,,100005,,2023-02-06,Monthly,489.96,,,,05/09/2023,1.0,,,,,,,,,,,,,,,,
rps_lng-HDO200233,rps_lng-HDO180001,2020-05-15,2022-10-15,2023-10-14,,,,,,rps_lng-HDO20000607,,,,,,,,,,,,,,,,,,,,100005,,2022-10-15,Weekly,359.93,,,,14/09/2023,0.0,,,,,,,,,,,,,,,,
